Basic Information:,,,,,,,,,,,Instrument/ meteorological station information:,,,,,,,,,,,Gridded Data Product Information:,,,,Data Product Information:,,,,,
Data.set.name,Site,Variable,Statistic,Data.Interval,Start.Date,End.Date,Ongoing?,Data.Type,Gap.Free?,Source.Type,Meteorological.Station.Name.(ID),latitude,longitude,elevation,Instrument.Location,Instrument.Distance.From.Plot(km),Station.Elevation.Relative.To.Plot,Instrument.Location.Description,Instrument.height.or.depth(m),n.instruments,instrument.type/model,Gridded.Data.Product.Name,Gridded.Data.Product.URL.or.citation,Gridded.Data.Product.Spatial.Resolution,Gridded.data.product.notes,Data.Availability,Data.URL.or.location,Data.Contact(s),Related.Publication(s).or.Metadata,Notes,Record.Last.Updated
WorldClim v. 1.4,[ANY SITE],Precipitation,"sum - driest quarter (3 months), interannual mean",30 years ,1960,1990,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WorldClim v. 1.4,http://www.worldclim.org,30 arc-seconds,"As of Nov. 2016, an updated version (v.2) is available for preview.",Open access ,https://github.com/forestgeo/Climate/tree/master/Gridded_Data_Products/WorldClim%20Data,Kristina Anderson-Teixeira (Smithsonian),"Hijmans RJ, Cameron SE, Parra JL, Jones PG, Jarvis A (2005) Very high resolution interpolated climate surfaces for global land areas. International Journal of Climatology, 25, 1965_ 1978. ","Data were extracted for all ForestGEO sites current as of March 2017 (see 'ForestGEO_gridded climate data.csv' for list).  Comparison of WorldClim data to local meteorological station data for CTFS-ForestGEO sites (Table 2 in Anderson-Teixeira et al., 2015) showed that TRMM data tended to systematically underestimate MAP at sites with high MAP, particularly those receiving >3000 mm yr-1.",3/21/17
WorldClim v. 1.4,[ANY SITE],Precipitation,"sum - warmest quarter (3 months), interannual mean",30 years ,1960,1990,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WorldClim v. 1.4,http://www.worldclim.org,30 arc-seconds,"As of Nov. 2016, an updated version (v.2) is available for preview.",Open access ,https://github.com/forestgeo/Climate/tree/master/Gridded_Data_Products/WorldClim%20Data,Kristina Anderson-Teixeira (Smithsonian),"Hijmans RJ, Cameron SE, Parra JL, Jones PG, Jarvis A (2005) Very high resolution interpolated climate surfaces for global land areas. International Journal of Climatology, 25, 1965_ 1978. ","Data were extracted for all ForestGEO sites current as of March 2017 (see 'ForestGEO_gridded climate data.csv' for list).  Comparison of WorldClim data to local meteorological station data for CTFS-ForestGEO sites (Table 2 in Anderson-Teixeira et al., 2015) showed that TRMM data tended to systematically underestimate MAP at sites with high MAP, particularly those receiving >3000 mm yr-1.",3/21/17
WorldClim v. 1.4,[ANY SITE],Precipitation,"sum - coldest quarter (3 months), interannual mean",30 years ,1960,1990,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WorldClim v. 1.4,http://www.worldclim.org,30 arc-seconds,"As of Nov. 2016, an updated version (v.2) is available for preview.",Open access ,https://github.com/forestgeo/Climate/tree/master/Gridded_Data_Products/WorldClim%20Data,Kristina Anderson-Teixeira (Smithsonian),"Hijmans RJ, Cameron SE, Parra JL, Jones PG, Jarvis A (2005) Very high resolution interpolated climate surfaces for global land areas. International Journal of Climatology, 25, 1965_ 1978. ","Data were extracted for all ForestGEO sites current as of March 2017 (see 'ForestGEO_gridded climate data.csv' for list).  Comparison of WorldClim data to local meteorological station data for CTFS-ForestGEO sites (Table 2 in Anderson-Teixeira et al., 2015) showed that TRMM data tended to systematically underestimate MAP at sites with high MAP, particularly those receiving >3000 mm yr-1.",3/21/17
CTFS-ForestGEO meteorological station at BCI - raw data,Barro Colorado Island,Radiation: Solar (shortwave) radiation ,mean,5 min,2011.03.10,2016.08.30,Y,Raw,No,instrument/ meteorological station,CTFS-ForestGEO meteorological station at BCI,,,,Above canopy,,,above-canopy tower near the plot,,2,Solar radiometer CMP11 (Kipp&Zonen) & secondary radiometer LI-290 (LiCOR),NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/BCI/ForestGEO_met_station-BCI,Matteo Detto,,,11/22/16
CTFS-ForestGEO meteorological station at BCI - raw data,Barro Colorado Island,Precipitation,sum,5 min,2011.03.10,2016.08.30,Y,Raw,No,instrument/ meteorological station,CTFS-ForestGEO meteorological station at BCI,,,,Above canopy,,,above-canopy tower near the plot,,1,Tipping rain bucket TB4-L (Campbell Scientific) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/BCI/ForestGEO_met_station-BCI,Matteo Detto,,,11/22/16
CTFS-ForestGEO meteorological station at BCI - raw data,Barro Colorado Island,Wind speed & direction (2D),mean,5 min,2011.03.10,2016.08.30,Y,Raw,No,instrument/ meteorological station,CTFS-ForestGEO meteorological station at BCI,,,,Above canopy,,,above-canopy tower near the plot,,1,2-D sonic anemometer WS425 (Vaisala) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/BCI/ForestGEO_met_station-BCI,Matteo Detto,,,11/22/16
CTFS-ForestGEO meteorological station at BCI - raw data,Barro Colorado Island,Air Temperature ,mean,5 min,2011.03.10,2016.08.30,Y,Raw,No,instrument/ meteorological station,CTFS-ForestGEO meteorological station at BCI,,,,Above canopy,,,above-canopy tower near the plot,,2,Aspirated and shield temperature and relative humidity sensor plus an additional secondary temperature sensor (MetOne Instruments) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/BCI/ForestGEO_met_station-BCI,Matteo Detto,,,11/22/16
CTFS-ForestGEO meteorological station at BCI - raw data,Barro Colorado Island,Relative humidity ,mean,5 min,2011.03.10,2016.08.30,Y,Raw,No,instrument/ meteorological station,CTFS-ForestGEO meteorological station at BCI,,,,Above canopy,,,above-canopy tower near the plot,,1,Aspirated and shield temperature and relative humidity sensor plus an additional secondary temperature sensor (MetOne Instruments) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/BCI/ForestGEO_met_station-BCI,Matteo Detto,,,11/22/16
"""El Claro"" (clearing"" meteorological station at BCI",Barro Colorado Island,Air Temperature ,maximum,15 min,1996.11.12,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,Viasala hmp45c (discontinued) - Campbell Sci. CS215,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
"""El Claro"" (clearing"" meteorological station at BCI",Barro Colorado Island,Air Temperature ,minimum,15 min,1996.11.12,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,Viasala hmp45c (discontinued) - Campbell Sci. CS215,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
"""El Claro"" (clearing"" meteorological station at BCI",Barro Colorado Island,Air Temperature ,mean,15 min,1996.11.12,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,Viasala hmp45c (discontinued) - Campbell Sci. CS215,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
"""El Claro"" (clearing"" meteorological station at BCI",Barro Colorado Island,Barometric Pressure,mean,15 min,1996.10.7,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,CS 106-PTB 110,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
"""El Claro"" (clearing"" meteorological station at BCI",Barro Colorado Island,Relative humidity ,maximum,15 min,1996.01.01,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,Viasala hmp45c (discontinued) - Campbell Sci. CS215,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
"""El Claro"" (clearing"" meteorological station at BCI",Barro Colorado Island,Relative humidity ,minimum,15 min,1996.01.01,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,Viasala hmp45c (discontinued) - Campbell Sci. CS215,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
"""El Claro"" (clearing"" meteorological station at BCI",Barro Colorado Island,Relative humidity ,mean,15 min,1996.01.01,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,Viasala hmp45c (discontinued) - Campbell Sci. CS215,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
ACP meteorological station on BCI - manual measurements,Barro Colorado Island,Precipitation,daily total,1 day,1929,2017,Y,Raw,No,instrument/ meteorological station,Panama Canal Authority met station on BCI,,,,Clearing or natural gap,,,near to the shore of Lake Gatun,,,,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,5/8/17
"""El Claro"" (clearing) meteorological station at BCI - manual measurements",Barro Colorado Island,Precipitation,daily total,1 day,1972,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,Novalynx rain gauge,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
"""El Claro"" (clearing) meteorological station at BCI - manual measurements",Barro Colorado Island,Air Temperature ,daily maximum,1 day,1972,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,Novalynx 210-4411 Standard Thermometer,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
"""El Claro"" (clearing) meteorological station at BCI - manual measurements",Barro Colorado Island,Air Temperature ,daily minimum,1 day,1972,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,Novalynx 210-4411 Standard Thermometer,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
"""El Claro"" (clearing) meteorological station at BCI - manual measurements",Barro Colorado Island,Potential Evapotranspiration,daily total,1 day,1972,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,ET-Gauge,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
"""El Claro"" (clearing) meteorological station at BCI - manual measurements",Barro Colorado Island,Relative humidity ,daily mean,1 day,1972,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Clearing or natural gap,,,small grass-covered clearing located between the edge of the forest and the foundations of several former laboratory buildings,,,BACHARACH Sling Psychrometer,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,maximum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,1 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,minimum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,1 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,mean,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,1 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,maximum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,20 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,minimum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,20 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,mean,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,20 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,maximum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,42 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,minimum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,42 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,mean,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,42 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,maximum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,48 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,minimum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,48 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Air Temperature ,mean,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,48 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,maximum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,1 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,minimum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,1 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,mean,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,1 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,maximum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,20 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,minimum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,20 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,mean,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,20 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,maximum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,42 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,minimum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,42 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,mean,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,42 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,maximum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,48 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,minimum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,48 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Relative humidity ,mean,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,48 m,,Viasala hmp45c (discontinued) CAMPBELL SCI. CS700 TIPPING BUCKET ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Radiation: Shortwave and Longwave radiation (net radiation),maximum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,,,LiCor LI200X pyranometer,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Radiation: Shortwave and Longwave radiation (net radiation),minimum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,,,LiCor LI200X pyranometer,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Radiation: Shortwave and Longwave radiation (net radiation),mean,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,,,LiCor LI200X pyranometer,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Wind speed & direction (2D),mean,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,,,Young Wind Monitor AQ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Wind speed & direction (2D),standard deviation,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,,,Young Wind Monitor AQ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Wind speed & direction (2D),maximum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,,,Young Wind Monitor AQ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
Lutz meteorological station at BCI,Barro Colorado Island,Wind speed & direction (2D),minimum,15 min,1984.01.21,2016.11.08,Y,Raw,No,instrument/ meteorological station,Physical Monitoring Program at BCI,9.166666667,-79.85,137 m,Multiple heights above/ within/ below canopy,,,immediately east of the laboratory clearing,,,Young Wind Monitor AQ,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/barrocolorado,,,from STRI physical monitoring,11/8/16
