STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,year,flag,flagdp
USC00443229,"FRONT ROYAL, VA US",22/09/2012,,,0,,,77,54,64,2012,,
USC00443229,"FRONT ROYAL, VA US",23/09/2012,,,0,,,81,50,50,2012,,
USC00443229,"FRONT ROYAL, VA US",24/09/2012,,,0,,,81,47,47,2012,,
USC00443229,"FRONT ROYAL, VA US",25/09/2012,,,0,0,0,67,45,47,2012,,
USC00443229,"FRONT ROYAL, VA US",26/09/2012,,,0.01,,,72,44,57,2012,,
USC00443229,"FRONT ROYAL, VA US",27/09/2012,,,0.31,,,81,44,62,2012,,
USC00443229,"FRONT ROYAL, VA US",28/09/2012,,,1.1,,,81,62,63,2012,,
USC00443229,"FRONT ROYAL, VA US",29/09/2012,,,0,0,0,73,54,54,2012,,
USC00443229,"FRONT ROYAL, VA US",30/09/2012,,,0,,,67,47,50,2012,,
USC00443229,"FRONT ROYAL, VA US",1/10/2012,,,0,0,0,70,45,45,2012,,
USC00443229,"FRONT ROYAL, VA US",2/10/2012,,,0.5,,,66,45,56,2012,,
USC00443229,"FRONT ROYAL, VA US",3/10/2012,,,0.37,,,64,56,62,2012,,
USC00443229,"FRONT ROYAL, VA US",4/10/2012,,,0.02,,,81,61,67,2012,,
USC00443229,"FRONT ROYAL, VA US",5/10/2012,,,0,0,0,79,55,57,2012,,
USC00443229,"FRONT ROYAL, VA US",6/10/2012,,,0,,,78,57,58,2012,,
USC00443229,"FRONT ROYAL, VA US",7/10/2012,,,0,,,70,45,48,2012,,
USC00443229,"FRONT ROYAL, VA US",8/10/2012,,,0.05,,,50,37,38,2012,,
USC00443229,"FRONT ROYAL, VA US",9/10/2012,,,0.03,,,47,38,41,2012,,
USC00443229,"FRONT ROYAL, VA US",10/10/2012,,,0,,,60,40,44,2012,,
USC00443229,"FRONT ROYAL, VA US",11/10/2012,,,0,,,69,42,43,2012,,
USC00443229,"FRONT ROYAL, VA US",12/10/2012,,,0,,,63,38,39,2012,,
USC00443229,"FRONT ROYAL, VA US",13/10/2012,,,0,,,62,33,38,2012,,
USC00443229,"FRONT ROYAL, VA US",14/10/2012,,,0,,,58,31,51,2012,,
USC00443229,"FRONT ROYAL, VA US",15/10/2012,,,0,,,73,50,65,2012,,
USC00443229,"FRONT ROYAL, VA US",16/10/2012,,,0.31,,,70,49,49,2012,,
USC00443229,"FRONT ROYAL, VA US",17/10/2012,,,0,,,63,39,39,2012,,
USC00443229,"FRONT ROYAL, VA US",18/10/2012,,,0,,,67,38,49,2012,,
USC00443229,"FRONT ROYAL, VA US",19/10/2012,,,0.17,,,65,48,56,2012,,
USC00443229,"FRONT ROYAL, VA US",20/10/2012,,,0.01,,,70,45,46,2012,,
USC00443229,"FRONT ROYAL, VA US",21/10/2012,,,0,,,70,40,41,2012,,
USC00443229,"FRONT ROYAL, VA US",22/10/2012,,,0,,,65,39,39,2012,,
USC00443229,"FRONT ROYAL, VA US",23/10/2012,,,0,0,0,74,38,52,2012,,
USC00443229,"FRONT ROYAL, VA US",24/10/2012,,,0,,,80,51,56,2012,,
USC00443229,"FRONT ROYAL, VA US",25/10/2012,,,0,,,79,53,53,2012,,
USC00443229,"FRONT ROYAL, VA US",26/10/2012,,,0,,,69,51,59,2012,,
USC00443229,"FRONT ROYAL, VA US",27/10/2012,,,0,,,67,57,58,2012,,
USC00443229,"FRONT ROYAL, VA US",28/10/2012,,,0,,,67,55,55,2012,,
USC00443229,"FRONT ROYAL, VA US",29/10/2012,,,0.47,,,57,46,47,2012,,
USC00443229,"FRONT ROYAL, VA US",30/10/2012,,,2.76,,,47,37,38,2012,,
USC00443229,"FRONT ROYAL, VA US",31/10/2012,,,0.25,,,43,36,42,2012,,
USC00443229,"FRONT ROYAL, VA US",1/11/2012,,,0,,,51,40,43,2012,,
USC00443229,"FRONT ROYAL, VA US",2/11/2012,,,0,,,51,36,42,2012,,
USC00443229,"FRONT ROYAL, VA US",3/11/2012,,,0,,,50,36,40,2012,,
USC00443229,"FRONT ROYAL, VA US",4/11/2012,,,0,,,48,38,38,2012,,
USC00443229,"FRONT ROYAL, VA US",5/11/2012,,,0,,,51,33,33,2012,,
USC00443229,"FRONT ROYAL, VA US",6/11/2012,,,0,,,49,27,30,2012,,
USC00443229,"FRONT ROYAL, VA US",7/11/2012,,,0,,,45,27,33,2012,,
USC00443229,"FRONT ROYAL, VA US",8/11/2012,,,0,,,40,32,35,2012,,
USC00443229,"FRONT ROYAL, VA US",9/11/2012,,,0,,,53,31,41,2012,,
USC00443229,"FRONT ROYAL, VA US",10/11/2012,,,0,,,59,34,35,2012,,
USC00443229,"FRONT ROYAL, VA US",11/11/2012,,,0,,,64,33,42,2012,,
USC00443229,"FRONT ROYAL, VA US",12/11/2012,,,0,,,69,39,54,2012,,
USC00443229,"FRONT ROYAL, VA US",13/11/2012,,,1.18,,,66,41,41,2012,,
USC00443229,"FRONT ROYAL, VA US",14/11/2012,,,0.02,,,47,31,31,2012,,
USC00443229,"FRONT ROYAL, VA US",15/11/2012,,,0,,,40,27,29,2012,,
USC00443229,"FRONT ROYAL, VA US",16/11/2012,,,0,,,42,28,32,2012,,
USC00443229,"FRONT ROYAL, VA US",17/11/2012,,,0,,,51,30,31,2012,,
USC00443229,"FRONT ROYAL, VA US",18/11/2012,,,0,,,51,29,34,2012,,
USC00443229,"FRONT ROYAL, VA US",19/11/2012,,,0,,,50,31,41,2012,,
USC00443229,"FRONT ROYAL, VA US",20/11/2012,,,0,0,0,49,31,31,2012,,
USC00443229,"FRONT ROYAL, VA US",21/11/2012,,,0,,,49,30,31,2012,,
USC00443229,"FRONT ROYAL, VA US",22/11/2012,,,0,,,52,29,30,2012,,
USC00443229,"FRONT ROYAL, VA US",23/11/2012,,,0,,,57,29,34,2012,,
USC00443229,"FRONT ROYAL, VA US",24/11/2012,,,0,0,0,64,32,33,2012,,
USC00443229,"FRONT ROYAL, VA US",25/11/2012,,,0,0,0,41,30,30,2012,,
USC00443229,"FRONT ROYAL, VA US",26/11/2012,,,0,0,0,42,27,31,2012,,
USC00443229,"FRONT ROYAL, VA US",27/11/2012,,,0.12,,,56,29,35,2012,,
USC00443229,"FRONT ROYAL, VA US",28/11/2012,,,0.03,,,39,33,34,2012,,
USC00443229,"FRONT ROYAL, VA US",29/11/2012,,,0,0,0,45,26,27,2012,,
USC00443229,"FRONT ROYAL, VA US",30/11/2012,,,0,,,48,27,30,2012,,
USC00443229,"FRONT ROYAL, VA US",1/12/2012,,,0,,,53,29,32,2012,,
USC00443229,"FRONT ROYAL, VA US",2/12/2012,,,0,,,52,29,29,2012,,
USC00443229,"FRONT ROYAL, VA US",3/12/2012,,,0.01,,,61,29,52,2012,,
USC00443229,"FRONT ROYAL, VA US",4/12/2012,,,0,,,67,49,54,2012,,
USC00443229,"FRONT ROYAL, VA US",5/12/2012,,,0,,,73,50,53,2012,,
USC00443229,"FRONT ROYAL, VA US",6/12/2012,,,0,,,73,28,28,2012,,
USC00443229,"FRONT ROYAL, VA US",8/12/2012,,,0,,,50,35,37,2012,,
USC00443229,"FRONT ROYAL, VA US",9/12/2012,,,0.13,,,65,37,49,2012,,
USC00443229,"FRONT ROYAL, VA US",10/12/2012,,,0.24,,,51,47,49,2012,,
USC00443229,"FRONT ROYAL, VA US",11/12/2012,,,0.02,,,62,39,40,2012,,
USC00443229,"FRONT ROYAL, VA US",12/12/2012,,,0,,,47,31,32,2012,,
USC00443229,"FRONT ROYAL, VA US",13/12/2012,,,0,,,40,27,27,2012,,
USC00443229,"FRONT ROYAL, VA US",14/12/2012,,,0,,,44,24,26,2012,,
USC00443229,"FRONT ROYAL, VA US",15/12/2012,,,0,,,56,24,31,2012,,
USC00443229,"FRONT ROYAL, VA US",16/12/2012,,,0.04,,,59,29,40,2012,,
USC00443229,"FRONT ROYAL, VA US",17/12/2012,,,0,,,44,40,40,2012,,
USC00443229,"FRONT ROYAL, VA US",18/12/2012,,,0.02,,,51,38,47,2012,,
USC00443229,"FRONT ROYAL, VA US",19/12/2012,,,0,,,53,34,36,2012,,
USC00443229,"FRONT ROYAL, VA US",20/12/2012,,,0,,,54,35,40,2012,,
USC00443229,"FRONT ROYAL, VA US",21/12/2012,,,0.59,,,44,38,39,2012,,
USC00443229,"FRONT ROYAL, VA US",22/12/2012,,,0,,,44,35,35,2012,,
USC00443229,"FRONT ROYAL, VA US",23/12/2012,,,0,0,0,40,26,27,2012,,
USC00443229,"FRONT ROYAL, VA US",24/12/2012,,,0,,,49,24,29,2012,,
USC00443229,"FRONT ROYAL, VA US",25/12/2012,,,0.05,,,37,28,31,2012,,
USC00443229,"FRONT ROYAL, VA US",26/12/2012,,,0.01,,,42,30,30,2012,,
USC00443229,"FRONT ROYAL, VA US",27/12/2012,,,0.22,2.2,2,35,27,34,2012,,
USC00443229,"FRONT ROYAL, VA US",28/12/2012,,,0,,,36,27,30,2012,,
USC00443229,"FRONT ROYAL, VA US",29/12/2012,,,0,,,39,30,32,2012,,
USC00443229,"FRONT ROYAL, VA US",30/12/2012,,,0,,,41,31,32,2012,,
USC00443229,"FRONT ROYAL, VA US",31/12/2012,,,0,,,37,24,25,2012,,
USC00443229,"FRONT ROYAL, VA US",1/1/2013,,,0,,1,43,24,40,2013,,
USC00443229,"FRONT ROYAL, VA US",2/1/2013,,,0,,,41,31,31,2013,,
USC00443229,"FRONT ROYAL, VA US",3/1/2013,,,0,,,37,24,24,2013,,
USC00443229,"FRONT ROYAL, VA US",4/1/2013,,,0,,,40,22,30,2013,,
USC00443229,"FRONT ROYAL, VA US",5/1/2013,,,0,,,41,30,31,2013,,
USC00443229,"FRONT ROYAL, VA US",6/1/2013,,,0,,,44,29,32,2013,,
USC00443229,"FRONT ROYAL, VA US",7/1/2013,,,0,,,45,30,38,2013,,
USC00443229,"FRONT ROYAL, VA US",8/1/2013,,,0,,,41,29,31,2013,,
USC00443229,"FRONT ROYAL, VA US",9/1/2013,,,0,,,54,28,31,2013,,
USC00443229,"FRONT ROYAL, VA US",10/1/2013,,,0,,,58,29,43,2013,,
USC00443229,"FRONT ROYAL, VA US",11/1/2013,,,0,,,53,36,40,2013,,
USC00443229,"FRONT ROYAL, VA US",12/1/2013,,,0.05,,,53,36,37,2013,,
USC00443229,"FRONT ROYAL, VA US",13/01/2013,,,0,,,58,36,44,2013,,
USC00443229,"FRONT ROYAL, VA US",14/01/2013,,,0,,,68,44,64,2013,,
USC00443229,"FRONT ROYAL, VA US",15/01/2013,,,0.06,0,0,66,35,35,2013,,
USC00443229,"FRONT ROYAL, VA US",16/01/2013,,,0.47,,,37,32,33,2013,,
USC00443229,"FRONT ROYAL, VA US",17/01/2013,,,0.17,,,43,32,41,2013,,
USC00443229,"FRONT ROYAL, VA US",18/01/2013,,,0,,,42,32,32,2013,,
USC00443229,"FRONT ROYAL, VA US",19/01/2013,,,0,0,0,38,27,27,2013,,
USC00443229,"FRONT ROYAL, VA US",20/01/2013,,,0,,,58,27,47,2013,,
USC00443229,"FRONT ROYAL, VA US",21/01/2013,,,0,0,0,55,27,27,2013,,
USC00443229,"FRONT ROYAL, VA US",22/01/2013,,,0,,,46,15,15,2013,,
USC00443229,"FRONT ROYAL, VA US",23/01/2013,,,0,,,22,12,13,2013,,
USC00443229,"FRONT ROYAL, VA US",24/01/2013,,,0.1,1,1,24,11,16,2013,,
USC00443229,"FRONT ROYAL, VA US",25/01/2013,,,0.02,0.2,0,26,12,14,2013,,
USC00443229,"FRONT ROYAL, VA US",26/01/2013,,,0.04,,,22,13,20,2013,,
USC00443229,"FRONT ROYAL, VA US",27/01/2013,,,0,0,,32,19,25,2013,,
USC00443229,"FRONT ROYAL, VA US",28/01/2013,,,0.02,,,38,23,30,2013,,
USC00443229,"FRONT ROYAL, VA US",29/01/2013,,,0.21,,,57,30,52,2013,,
USC00443229,"FRONT ROYAL, VA US",30/01/2013,,,0,,,71,49,58,2013,,
USC00443229,"FRONT ROYAL, VA US",31/01/2013,,,2.7,,,71,42,42,2013,,
USC00443229,"FRONT ROYAL, VA US",1/2/2013,,,0,,,42,23,24,2013,,
USC00443229,"FRONT ROYAL, VA US",2/2/2013,,,0,,,25,13,14,2013,,
USC00443229,"FRONT ROYAL, VA US",3/2/2013,,,0,,,29,14,26,2013,,
USC00443229,"FRONT ROYAL, VA US",4/2/2013,,,0,,,33,21,21,2013,,
USC00443229,"FRONT ROYAL, VA US",5/2/2013,,,0,,,38,20,32,2013,,
USC00443229,"FRONT ROYAL, VA US",6/2/2013,,,0.01,,,40,31,33,2013,,
USC00443229,"FRONT ROYAL, VA US",7/2/2013,,,0,,,45,27,27,2013,,
USC00443229,"FRONT ROYAL, VA US",9/2/2013,2,0.02,,,,41,26,29,2013,,
USC00443229,"FRONT ROYAL, VA US",10/2/2013,,,0,,,41,19,21,2013,,
USC00443229,"FRONT ROYAL, VA US",11/2/2013,,,0.06,,,43,18,36,2013,,
USC00443229,"FRONT ROYAL, VA US",12/2/2013,,,0,0,0,65,36,43,2013,,
USC00443229,"FRONT ROYAL, VA US",13/02/2013,,,0,,,59,30,33,2013,,
USC00443229,"FRONT ROYAL, VA US",14/02/2013,,,0.1,1,,42,31,32,2013,,
USC00443229,"FRONT ROYAL, VA US",15/02/2013,,,0,,,49,30,35,2013,,
USC00443229,"FRONT ROYAL, VA US",16/02/2013,,,0.03,0.3,0,54,31,33,2013,,
USC00443229,"FRONT ROYAL, VA US",17/02/2013,,,0,,,35,22,23,2013,,
USC00443229,"FRONT ROYAL, VA US",18/02/2013,,,0,0,0,26,18,20,2013,,
USC00443229,"FRONT ROYAL, VA US",19/02/2013,,,0,,,45,18,35,2013,,
USC00443229,"FRONT ROYAL, VA US",20/02/2013,,,0.04,,,53,29,29,2013,,
USC00443229,"FRONT ROYAL, VA US",21/02/2013,,,0,,,39,20,21,2013,,
USC00443229,"FRONT ROYAL, VA US",22/02/2013,,,0,0,0,38,21,28,2013,,
USC00443229,"FRONT ROYAL, VA US",23/02/2013,,,0.01,,,32,28,31,2013,,
USC00443229,"FRONT ROYAL, VA US",24/02/2013,,,0,,,50,31,37,2013,,
USC00443229,"FRONT ROYAL, VA US",25/02/2013,,,0,,,51,24,25,2013,,
USC00443229,"FRONT ROYAL, VA US",26/02/2013,,,0,,,45,25,30,2013,,
USC00443229,"FRONT ROYAL, VA US",27/02/2013,,,1.12,,,45,25,36,2013,,
USC00443229,"FRONT ROYAL, VA US",28/02/2013,,,0.01,,,53,36,36,2013,,
USC00443229,"FRONT ROYAL, VA US",1/3/2013,,,0,,,42,34,36,2013,,
USC00443229,"FRONT ROYAL, VA US",2/3/2013,,,0,,,40,28,28,2013,,
USC00443229,"FRONT ROYAL, VA US",3/3/2013,,,0,,,34,27,27,2013,,
USC00443229,"FRONT ROYAL, VA US",4/3/2013,,,0,,,37,24,24,2013,,
USC00443229,"FRONT ROYAL, VA US",5/3/2013,,,0,,,45,23,31,2013,,
USC00443229,"FRONT ROYAL, VA US",6/3/2013,,,0.7,7,,50,23,31,2013,,
USC00443229,"FRONT ROYAL, VA US",7/3/2013,,,0.8,8,15,37,31,36,2013,,
USC00443229,"FRONT ROYAL, VA US",8/3/2013,,,0.55,,5,43,33,34,2013,,
USC00443229,"FRONT ROYAL, VA US",9/3/2013,,,0,,,42,27,27,2013,,
USC00443229,"FRONT ROYAL, VA US",10/3/2013,,,0,,,58,26,32,2013,,
USC00443229,"FRONT ROYAL, VA US",11/3/2013,,,0,,,61,30,42,2013,,
USC00443229,"FRONT ROYAL, VA US",12/3/2013,,,0.05,0,0,57,40,53,2013,,
USC00443229,"FRONT ROYAL, VA US",13/03/2013,,,0.31,,,55,32,32,2013,,
USC00443229,"FRONT ROYAL, VA US",14/03/2013,,,0,,,46,29,29,2013,,
USC00443229,"FRONT ROYAL, VA US",15/03/2013,,,0,,,44,28,36,2013,RP,
USC00443229,"FRONT ROYAL, VA US",16/03/2013,,,0,,,58,28,46,2013,RP,
USC00443229,"FRONT ROYAL, VA US",17/03/2013,,,0.04,0,0,57,35,35,2013,RP,
USC00443229,"FRONT ROYAL, VA US",18/03/2013,,,0.1,1,1,37,30,30,2013,RP,
USC00443229,"FRONT ROYAL, VA US",19/03/2013,,,0.32,,,33,29,31,2013,RP,
USC00443229,"FRONT ROYAL, VA US",20/03/2013,,,0,,,58,31,35,2013,RP,
USC00443229,"FRONT ROYAL, VA US",21/03/2013,,,0,0,0,50,28,28,2013,RP,
USC00443229,"FRONT ROYAL, VA US",22/03/2013,,,0,0,0,35,26,27,2013,RP,
USC00443229,"FRONT ROYAL, VA US",23/03/2013,,,0,,,48,25,26,2013,RP,
USC00443229,"FRONT ROYAL, VA US",24/03/2013,,,0,,,54,25,30,2013,RP,
USC00443229,"FRONT ROYAL, VA US",25/03/2013,,,0.6,6,6,39,29,30,2013,RP,
USC00443229,"FRONT ROYAL, VA US",26/03/2013,,,0.47,,,36,30,34,2013,RP,
USC00443229,"FRONT ROYAL, VA US",28/03/2013,2,0,,,,46,30,38,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",29/03/2013,,,0,,,48,38,40,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",30/03/2013,,,0,,,55,33,33,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",31/03/2013,,,0,,,60,32,44,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",1/4/2013,,,0.03,,,52,40,51,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",2/4/2013,,,0,,,59,32,33,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",3/4/2013,,,0,,,49,28,35,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",4/4/2013,,,0,,,52,24,25,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",6/4/2013,,,0,,,66,34,35,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",7/4/2013,,,0,,,56,32,40,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",8/4/2013,,,0,,,71,39,59,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",9/4/2013,,,0,,,81,56,67,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",10/4/2013,,,0,,,86,65,74,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",11/4/2013,,,0,,,91,60,62,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",12/4/2013,,,0.01,,,84,55,55,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",13/04/2013,,,0.8,,,79,49,50,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",14/04/2013,,,0,,,71,40,41,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",15/04/2013,,,0,,,68,41,54,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",16/04/2013,,,0.01,,,62,52,54,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",17/04/2013,,,0.08,,,72,54,58,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",18/04/2013,,,0,,,76,57,58,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",19/04/2013,,,0,,,76,58,65,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",20/04/2013,,,0.43,,,74,44,44,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",21/04/2013,,,0,,,60,35,35,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",22/04/2013,,,0,,,53,35,38,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",23/04/2013,,,0,,,56,38,39,2013,RP,DP
USC00443229,"FRONT ROYAL, VA US",24/04/2013,,,0,,,59,37,46,2013,,DP
USC00443229,"FRONT ROYAL, VA US",25/04/2013,,,0.02,,,78,42,42,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",26/04/2013,,,0,,,66,40,41,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",27/04/2013,,,0,,,65,39,44,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",28/04/2013,,,0,,,70,41,51,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",29/04/2013,,,0.02,,,55,51,51,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",30/04/2013,,,0.06,,,61,51,52,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",1/5/2013,,,0.04,,,60,51,52,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",2/5/2013,,,0,,,71,43,43,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",3/5/2013,,,0,,,69,42,44,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",4/5/2013,,,0,,,69,43,45,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",5/5/2013,,,0,,,67,42,43,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",6/5/2013,,,0.02,,,65,41,46,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",7/5/2013,,,0.25,,,57,46,56,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",8/5/2013,,,1.52,,,61,52,53,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",9/5/2013,,,0.12,,,68,47,49,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",10/5/2013,,,0.02,,,76,49,55,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",11/5/2013,,,0.22,,,83,54,62,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",12/5/2013,,,0.07,,,76,55,55,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",13/05/2013,,,0,,,62,43,43,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",14/05/2013,,,0,,,57,33,34,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",15/05/2013,,,0,,,65,33,48,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",16/05/2013,,,0,,,93,48,76,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",17/05/2013,,,0,,,78,54,55,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",18/05/2013,,,0,,,82,55,61,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",19/05/2013,,,0,,,62,57,57,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",20/05/2013,,,0.01,,,70,57,63,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",21/05/2013,,,0,,,80,63,63,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",22/05/2013,,,0,,,84,63,67,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",23/05/2013,,,0.16,,,87,63,64,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",24/05/2013,,,0.88,,,77,57,57,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",25/05/2013,,,0,,,57,40,41,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",26/05/2013,,,0,,,64,41,48,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",27/05/2013,,,0,,,70,42,44,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",28/05/2013,,,0.03,,,63,43,51,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",29/05/2013,,,0.02,,,82,51,67,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",30/05/2013,,,0,,,87,66,68,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",31/05/2013,,,0,,,89,66,67,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",2/6/2013,2,0,,,,88,70,71,2013,DP,DP
USC00443229,"FRONT ROYAL, VA US",3/6/2013,,,1.03,,,81,63,64,2013,,DP
USC00443229,"FRONT ROYAL, VA US",4/6/2013,,,0,,,78,55,55,2013,,
USC00443229,"FRONT ROYAL, VA US",5/6/2013,,,0,,,75,53,53,2013,,
USC00443229,"FRONT ROYAL, VA US",6/6/2013,,,0.03,,,77,53,61,2013,,
USC00443229,"FRONT ROYAL, VA US",7/6/2013,,,0.95,,,77,61,62,2013,,
USC00443229,"FRONT ROYAL, VA US",8/6/2013,,,0.68,,,66,61,61,2013,,
USC00443229,"FRONT ROYAL, VA US",9/6/2013,,,0,,,79,59,60,2013,,
USC00443229,"FRONT ROYAL, VA US",10/6/2013,,,0.31,,,79,60,67,2013,,
USC00443229,"FRONT ROYAL, VA US",11/6/2013,,,1.15,,,82,63,64,2013,,
USC00443229,"FRONT ROYAL, VA US",12/6/2013,,,0,,,81,63,67,2013,,
USC00443229,"FRONT ROYAL, VA US",13/06/2013,,,0.01,,,87,67,70,2013,,
USC00443229,"FRONT ROYAL, VA US",14/06/2013,,,0.43,,,79,60,61,2013,,
USC00443229,"FRONT ROYAL, VA US",15/06/2013,,,0,,,77,55,56,2013,,
USC00443229,"FRONT ROYAL, VA US",16/06/2013,,,0,,,81,55,61,2013,,
USC00443229,"FRONT ROYAL, VA US",17/06/2013,,,0,,,80,61,69,2013,,
USC00443229,"FRONT ROYAL, VA US",18/06/2013,,,0.3,,,86,66,66,2013,,
USC00443229,"FRONT ROYAL, VA US",19/06/2013,,,0.61,,,74,63,63,2013,,
USC00443229,"FRONT ROYAL, VA US",20/06/2013,,,0,,,76,62,64,2013,,
USC00443229,"FRONT ROYAL, VA US",21/06/2013,,,0,,,78,59,60,2013,,
USC00443229,"FRONT ROYAL, VA US",22/06/2013,,,0,,,81,60,60,2013,,
USC00443229,"FRONT ROYAL, VA US",23/06/2013,,,0,,,85,59,66,2013,,
USC00443229,"FRONT ROYAL, VA US",24/06/2013,,,0,,,89,65,71,2013,,
USC00443229,"FRONT ROYAL, VA US",25/06/2013,,,0.02,,,89,65,70,2013,,
USC00443229,"FRONT ROYAL, VA US",26/06/2013,,,0,,,90,67,69,2013,,
USC00443229,"FRONT ROYAL, VA US",27/06/2013,,,0,,,90,67,68,2013,,
USC00443229,"FRONT ROYAL, VA US",28/06/2013,,,0.64,,,82,62,72,2013,,
USC00443229,"FRONT ROYAL, VA US",29/06/2013,,,0,,,87,64,67,2013,,
USC00443229,"FRONT ROYAL, VA US",30/06/2013,,,0.09,,,86,65,65,2013,,
USC00443229,"FRONT ROYAL, VA US",1/7/2013,,,0,,,86,65,70,2013,,
USC00443229,"FRONT ROYAL, VA US",2/7/2013,,,0.04,,,81,70,72,2013,,
USC00443229,"FRONT ROYAL, VA US",3/7/2013,,,0.02,,,80,71,72,2013,,
USC00443229,"FRONT ROYAL, VA US",4/7/2013,,,0.12,,,82,70,70,2013,,
USC00443229,"FRONT ROYAL, VA US",5/7/2013,,,0.4,,,86,70,71,2013,,
USC00443229,"FRONT ROYAL, VA US",6/7/2013,,,0,,,88,71,71,2013,,
USC00443229,"FRONT ROYAL, VA US",7/7/2013,,,0,,,89,71,72,2013,,
USC00443229,"FRONT ROYAL, VA US",8/7/2013,,,0.05,,,89,67,67,2013,,
USC00443229,"FRONT ROYAL, VA US",9/7/2013,,,0,,,85,67,69,2013,,
USC00443229,"FRONT ROYAL, VA US",10/7/2013,,,0,,,86,69,74,2013,,
USC00443229,"FRONT ROYAL, VA US",11/7/2013,,,0,,,86,71,72,2013,,
USC00443229,"FRONT ROYAL, VA US",12/7/2013,,,0.75,,,83,64,64,2013,,
USC00443229,"FRONT ROYAL, VA US",13/07/2013,,,0.3,,,69,64,66,2013,,
USC00443229,"FRONT ROYAL, VA US",14/07/2013,,,0.02,,,83,66,71,2013,,
USC00443229,"FRONT ROYAL, VA US",15/07/2013,,,0,,,87,68,68,2013,,
USC00443229,"FRONT ROYAL, VA US",16/07/2013,,,0,,,91,68,72,2013,,
USC00443229,"FRONT ROYAL, VA US",17/07/2013,,,0,,,90,71,73,2013,,
USC00443229,"FRONT ROYAL, VA US",18/07/2013,,,0,,,91,73,73,2013,,
USC00443229,"FRONT ROYAL, VA US",19/07/2013,,,0,,,94,73,76,2013,,
USC00443229,"FRONT ROYAL, VA US",20/07/2013,,,0,,,93,73,75,2013,,
