"sites.sitename","Date","climvar.val","climvar.class","month"
"Barro Colorado Island",1970-07-01,338.328,"pre",7
"Barro Colorado Island",1970-08-01,357.876,"pre",8
"Barro Colorado Island",1970-09-01,130.81,"pre",9
"Barro Colorado Island",1970-10-01,277.114,"pre",10
"Barro Colorado Island",1970-11-01,507.238,"pre",11
"Barro Colorado Island",1970-12-01,426.974,"pre",12
"Barro Colorado Island",1971-01-01,105.918,"pre",1
"Barro Colorado Island",1971-02-01,17.272,"pre",2
"Barro Colorado Island",1971-03-01,57.404,"pre",3
"Barro Colorado Island",1971-04-01,21,"pre",4
"Barro Colorado Island",1971-05-01,622,"pre",5
"Barro Colorado Island",1971-06-01,178,"pre",6
"Barro Colorado Island",1971-07-01,281,"pre",7
"Barro Colorado Island",1971-08-01,294,"pre",8
"Barro Colorado Island",1971-09-01,271,"pre",9
"Barro Colorado Island",1971-10-01,169,"pre",10
"Barro Colorado Island",1971-11-01,325,"pre",11
"Barro Colorado Island",1971-12-01,32,"pre",12
